"cell_type"	"microenviroment"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Plasma B pri"	"pri"
"Basophils pri"	"pri"
"Plasma B pri"	"pri"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Basophils LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Plasma B LN"	"LN"
"Plasma B LN"	"LN"
"Myeloid Dendritic LN"	"LN"
"Macrophages LN"	"LN"
"Plasmacytoid Dendritic pri"	"pri"
"Plasma B pri"	"pri"
"Plasma B pri"	"pri"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
