"cell_type"	"microenviroment"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF LN"	"LN"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
"CAF pri"	"pri"
