gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Basophils LN	Basophils pri	CAF LN	CAF pri	CD8+ NKT-like LN	CD8+ NKT-like pri	Effector CD8+ T LN	Effector CD8+ T pri	Luminal LN	Luminal pri	Macrophages LN	Macrophages pri	Myeloid Dendritic LN	Myo LN	Myo pri	Naive B LN	Naive B pri	Naive CD4+ T LN	Naive CD4+ T pri	Neutrophils LN	Neutrophils pri	Plasma B LN	Plasma B pri	Plasmacytoid Dendritic LN	Plasmacytoid Dendritic pri
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0A76B562F	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00CF68ED3	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0079A1C11	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC011C55B71	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	1.472	0.0	0.051	0.0	3.765	3.698	0.069	0.0	0.0	0.057	0.0	0.168	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0D6D4E48B	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0722594B0	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC09AFF0384	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC089058CD0	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	0.0	0.0	0.0	0.168	0.0	0.047	0.0	0.0	0.856	0.645	0.0	0.051	0.0	0.781	0.836	0.09	0.0	0.0	0.057	0.0	0.196	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-SC09C7944F4	0.0	0.0	0.0	0.015	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER1	Q8NEC5	True	CTSR1_HUMAN	CatSperChannel1b	CPI-CC05C4A0800	0.0	0.0	0.0	0.018	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.029
CATSPER1	Q8NEC5	True	CTSR1_HUMAN	CatSperChannel1dg	CPI-CC0699C862A	0.0	0.066	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERB	Q9H7T0	True	CTSRB_HUMAN	CatSperChannel1b	CPI-CC05C4A0800	0.0	0.0	0.0	0.018	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.029
CATSPERB	Q9H7T0	True	CTSRB_HUMAN	CatSperChannel2b	CPI-CC00F72C88E	0.0	0.0	0.045	0.029	0.23	0.295	0.0	0.221	0.253	0.227	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.272	0.124	0.0	0.028	0.0	0.0	0.0	0.029
CATSPERB	Q9H7T0	True	CTSRB_HUMAN	CatSperChannel3b	CPI-CC06974BF7D	0.0	0.0	0.0	0.029	0.0	0.056	0.0	0.066	0.253	0.227	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERB	Q9H7T0	True	CTSRB_HUMAN	CatSperChannel4b	CPI-CC090601624	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.04	0.0	0.018	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERD	Q86XM0	True	CTSRD_HUMAN	CatSperChannel1dg	CPI-CC0699C862A	0.0	0.066	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERD	Q86XM0	True	CTSRD_HUMAN	CatSperChannel2dg	CPI-CC0D9FA0EF1	0.0	0.066	0.0	0.078	0.14	0.0	0.0	0.077	0.057	0.011	0.0	0.083	0.0	0.211	0.046	0.086	0.0	0.052	0.124	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERD	Q86XM0	True	CTSRD_HUMAN	CatSperChannel3dg	CPI-CC0781A8930	0.0	0.066	0.0	0.078	0.0	0.0	0.0	0.066	0.057	0.011	0.0	0.069	0.0	0.0	0.046	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERD	Q86XM0	True	CTSRD_HUMAN	CatSperChannel4dg	CPI-CC09444672C	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.04	0.0	0.011	0.0	0.0	0.0	0.0	0.021	0.026	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER2	Q96P56	True	CTSR2_HUMAN	CatSperChannel2b	CPI-CC00F72C88E	0.0	0.0	0.045	0.029	0.23	0.295	0.0	0.221	0.253	0.227	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.272	0.124	0.0	0.028	0.0	0.0	0.0	0.029
CATSPER2	Q96P56	True	CTSR2_HUMAN	CatSperChannel2dg	CPI-CC0D9FA0EF1	0.0	0.066	0.0	0.078	0.14	0.0	0.0	0.077	0.057	0.011	0.0	0.083	0.0	0.211	0.046	0.086	0.0	0.052	0.124	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER3	Q86XQ3	True	CTSR3_HUMAN	CatSperChannel3b	CPI-CC06974BF7D	0.0	0.0	0.0	0.029	0.0	0.056	0.0	0.066	0.253	0.227	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER3	Q86XQ3	True	CTSR3_HUMAN	CatSperChannel3dg	CPI-CC0781A8930	0.0	0.066	0.0	0.078	0.0	0.0	0.0	0.066	0.057	0.011	0.0	0.069	0.0	0.0	0.046	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER4	Q7RTX7	True	CTSR4_HUMAN	CatSperChannel4b	CPI-CC090601624	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.04	0.0	0.018	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER4	Q7RTX7	True	CTSR4_HUMAN	CatSperChannel4dg	CPI-CC09444672C	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.04	0.0	0.011	0.0	0.0	0.0	0.0	0.021	0.026	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.044	4.87	3.775	1.621	1.134	0.0	0.031	0.0	0.097	0.0	0.0	0.0	0.031	0.0	0.753	0.414	0.0	0.0	0.0	0.0	0.0	0.0
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.044	4.87	3.775	1.621	1.134	0.0	0.031	0.0	0.097	0.0	0.0	0.0	0.031	0.0	0.753	0.414	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.018	0.853	1.241	0.0	0.731	0.0	0.0	0.0	0.022	0.0	0.0	0.016	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-SC066BD3097	0.0	0.0	0.0	0.029	0.108	0.598	0.0	0.418	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	0.0	0.0	0.0	0.008	0.151	0.41	0.076	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.018	0.853	1.241	0.0	0.731	0.0	0.0	0.0	0.022	0.0	0.0	0.016	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-SC066BD3097	0.0	0.0	0.0	0.029	0.108	0.598	0.0	0.418	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	0.0	0.0	0.0	0.008	0.151	0.41	0.076	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC05C95A92C	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC05C95A92C	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0F30798CC	0.0	0.0	1.087	0.622	0.016	0.006	0.017	0.0	0.328	0.176	0.0	0.026	0.0	0.0	0.309	0.161	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.079
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0CDC669B3	0.0	0.0	1.087	0.622	0.016	0.006	0.017	0.0	0.328	0.176	0.0	0.026	0.0	0.0	0.309	0.161	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.079
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC05C95A92C	0.0	0.0	0.128	0.134	0.0	0.0	0.0	0.0	0.057	0.046	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-SC0409FF431	0.0	0.461	1.207	2.031	0.547	0.636	0.0	0.621	0.809	0.865	0.0	0.478	0.0	1.339	1.008	0.282	0.0	0.718	0.871	0.0	0.0	0.325	0.138	0.487	0.228
IL6ST	P40189	True	IL6RB_HUMAN	IL27_receptor	CPI-CC0B5110FC9	0.0	0.462	0.0	0.299	0.953	0.859	1.075	0.86	1.606	1.042	0.0	0.27	0.0	1.382	0.645	0.556	0.0	1.376	0.812	0.0	0.0	0.0	0.533	0.487	0.942
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	0.0	0.089	0.0	0.055	0.827	0.523	0.229	0.292	0.327	0.253	0.0	0.154	0.25	0.436	0.263	0.018	0.0	0.37	0.521	0.0	0.0	0.0	0.0	0.0	0.15
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-SC0E81D7329	0.0	0.462	0.064	0.21	0.073	0.294	0.274	0.561	0.091	0.017	0.0	1.659	1.362	0.0	0.031	0.116	0.0	1.224	1.791	0.0	0.204	0.384	0.533	0.487	1.536
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0F30798CC	0.0	0.0	1.087	0.622	0.016	0.006	0.017	0.0	0.328	0.176	0.0	0.026	0.0	0.0	0.309	0.161	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.079
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0CDC669B3	0.0	0.0	1.087	0.622	0.016	0.006	0.017	0.0	0.328	0.176	0.0	0.026	0.0	0.0	0.309	0.161	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.079
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-SC04DB1BDAB	0.0	0.082	3.323	3.402	0.227	0.171	0.0	0.1	0.705	0.666	0.0	0.047	0.251	1.524	1.176	0.089	0.0	0.124	0.0	0.0	0.0	0.0	0.256	0.0	0.038
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	0.0	0.0	0.0	0.004	0.0	0.038	0.0	0.041	0.052	0.0	0.0	0.0	0.0	0.0	0.025	0.154	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	0.0	0.0	0.0	0.004	0.0	0.038	0.0	0.041	0.052	0.0	0.0	0.0	0.0	0.0	0.025	0.154	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-SC0DF13E412	0.0	0.265	5.213	5.921	0.279	0.067	0.27	0.163	7.227	6.185	9.662	8.829	0.806	5.784	5.204	0.557	0.0	0.289	0.021	9.374	8.423	0.43	0.861	6.519	7.668
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-SC0DF13E412	0.0	0.265	5.213	5.921	0.279	0.067	0.27	0.163	7.227	6.185	9.662	8.829	0.806	5.784	5.204	0.557	0.0	0.289	0.021	9.374	8.423	0.43	0.861	6.519	7.668
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC03947D5B8	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC0CF9E0563	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC03686CF16	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC092468258	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC03947D5B8	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC0CF9E0563	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC03686CF16	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC092468258	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC039BEEDE4	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC062B25672	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC04590CF27	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0277D6476	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B4E996CD	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0DBD2C78A	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0596FD9F6	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0889E4F05	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC07D38F0B5	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC07DA6989D	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0C1671F4D	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0185A7BDE	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B6D1BF72	0.0	0.0	0.183	0.134	0.0	0.0	0.0	0.0	0.15	0.062	0.0	0.016	0.0	0.0	0.044	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
