gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CAF LN	CAF pri	CD4_CM LN	CD4_CM pri	CD4_EM LN	CD4_EM pri	CD4_Naive LN	CD4_Naive pri	CD8_CM LN	CD8_CM pri	CD8_EM LN	CD8_EM pri	CD8_Naive LN	CD8_Naive pri	CD8_TEMRA LN	CD8_TEMRA pri	Luminal LN	Luminal pri	MAIT pri	Myo LN	Myo pri	Treg LN	Treg pri	gdT LN	gdT pri
MLNR	O43193	False	MTLR_HUMAN		CPI-SS0428CB89C	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS02B2C16ED	1.677	1.116	0.142	0.0	0.0	0.024	0.166	0.42	0.0	0.277	0.0	0.021	0.0	0.0	0.0	0.282	2.805	1.853	0.0	2.855	0.824	0.0	0.0	1.865	0.599
DCC	P43146	False	DCC_HUMAN		CPI-SS04F1CBF06	0.0	0.048	0.082	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.251	0.099	0.0	0.0	0.0	0.044	0.095	0.136	0.0	0.0	0.022	0.0	0.0	0.0	0.0
DSCAM	O60469	False	DSCAM_HUMAN		CPI-SS0E3C09735	0.0	0.008	0.0	0.093	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.1	0.072	0.057	0.0	0.0	0.0	0.0	0.113	0.597	0.375
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0503D8A55	0.0	0.005	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNC5B	Q8IZJ1	False	UNC5B_HUMAN		CPI-SS00C9DE87A	4.348	3.141	0.118	0.0	0.0	0.076	0.101	0.615	0.0	0.331	0.0	0.028	0.095	0.0	0.0	0.052	0.141	0.23	0.0	0.0	0.218	0.463	0.048	0.0	0.0
UNC5B	Q8IZJ1	False	UNC5B_HUMAN		CPI-SS0C72D53A2	4.348	3.141	0.118	0.0	0.0	0.076	0.101	0.615	0.0	0.331	0.0	0.028	0.095	0.0	0.0	0.052	0.141	0.23	0.0	0.0	0.218	0.463	0.048	0.0	0.0
UNC5C	O95185	False	UNC5C_HUMAN		CPI-SS07660BCA2	0.254	0.922	0.0	0.041	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	1.018	0.728	0.0	1.173	0.834	0.057	0.067	0.0	0.0
UNC5D	Q6UXZ4	False	UNC5D_HUMAN		CPI-SS0BA4E3F44	0.0	0.04	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.035	0.0	0.0	0.014	0.0	0.0	0.0	0.466
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.0	0.002	0.127	0.0	0.0	0.021	0.0	0.0	0.631	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.019	0.0	0.0	0.0	0.0
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS0E8F8E4F1	1.25	0.909	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.449	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.011	0.0	0.0	0.0	0.0
AVPR1B	P47901	False	V1BR_HUMAN		CPI-SS03142ADA9	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0A5B111F1	0.0	0.025	0.0	0.0	0.112	0.038	0.0	0.0	0.0	0.11	0.541	0.0	0.187	0.0	0.0	0.03	0.025	0.0	1.123	0.0	0.0	0.387	0.16	0.0	0.0
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS06C93E09A	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.089	0.117	0.0	0.294	0.146	0.072	0.042	0.0	0.0
SLC22A17	Q8WUG5	False	S22AH_HUMAN		CPI-SS0D5A3EC0A	1.404	0.939	0.467	0.075	0.0	0.0	0.377	0.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.235	0.96	0.0	1.094	1.119	0.365	0.0	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS052127A00	0.0	0.425	0.453	0.67	0.612	1.163	0.331	0.419	1.268	0.519	1.304	1.268	0.549	0.0	1.556	0.717	0.0	0.0	1.826	0.0	0.01	0.394	0.868	0.0	1.312
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0BE3867AB	0.0	0.425	0.453	0.67	0.612	1.163	0.331	0.419	1.268	0.519	1.304	1.268	0.549	0.0	1.556	0.717	0.0	0.0	1.826	0.0	0.01	0.394	0.868	0.0	1.312
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.113	0.144	0.035	0.0	0.0	0.071	0.033	0.0	1.751	0.161	0.373	0.0	0.415	0.0	0.978	0.127	0.0	0.024	0.0	0.0	0.009	0.105	0.0	0.563	0.925
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS0148BDF1C	0.113	0.144	0.035	0.0	0.0	0.071	0.033	0.0	1.751	0.161	0.373	0.0	0.415	0.0	0.978	0.127	0.0	0.024	0.0	0.0	0.009	0.105	0.0	0.563	0.925
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	0.0	0.024	0.0	0.0	0.0	0.06	0.108	0.0	0.0	0.0	0.432	0.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS0C849D294	0.0	0.024	0.0	0.0	0.0	0.06	0.108	0.0	0.0	0.0	0.432	0.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0
NPBWR2	P48146	False	NPBW2_HUMAN		CPI-SS06EFFDDF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.0
NPSR1	Q6W5P4	False	NPSR1_HUMAN		CPI-SS0270A2CA9	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.066	0.067	0.148	0.0	0.0	0.017	0.0	0.136	0.0	0.0
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.372	0.812	0.102	0.0	0.0	0.0	0.003	0.252	0.543	0.01	0.255	0.0	0.0	0.547	0.0	0.034	0.151	0.265	0.0	6.526	5.168	0.176	0.02	0.0	0.0
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS01D36DDFA	0.372	0.812	0.102	0.0	0.0	0.0	0.003	0.252	0.543	0.01	0.255	0.0	0.0	0.547	0.0	0.034	0.151	0.265	0.0	6.526	5.168	0.176	0.02	0.0	0.0
HCRTR1	O43613	False	OX1R_HUMAN		CPI-SS084816B12	0.0	0.039	0.097	0.192	0.452	0.062	0.317	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.4	0.066	0.167	0.056	0.0	0.403	0.068	0.181	0.0	0.0	0.0
HCRTR2	O43614	False	OX2R_HUMAN		CPI-SS02461AE98	0.0	0.0	0.1	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.021	0.0	0.0	0.0	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.253	0.02	0.234	1.8	1.145	1.316	0.155	1.76	0.46	1.267	1.536	0.412	0.224	0.0	0.456	0.422	0.0	0.0	0.529	0.0	0.057	0.654	0.218	0.0	1.423
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.158	0.081	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.198	0.059	0.107	0.0	0.382	0.302	0.213	0.0	0.0	0.155
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS0CB25BBAE	0.158	0.081	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.198	0.059	0.107	0.0	0.382	0.302	0.213	0.0	0.0	0.155
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS05B60E59C	0.158	0.081	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.198	0.059	0.107	0.0	0.382	0.302	0.213	0.0	0.0	0.155
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0	0.642	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.091	0.0	0.025	0.0	0.0	0.024	0.0	0.0	0.0	0.0
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS06102CC06	0.0	0.642	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.091	0.0	0.025	0.0	0.0	0.024	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.0	0.072	0.091	0.0	0.0	0.15	0.074	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.194	0.0	0.434	0.151	0.0	0.025	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.0	0.072	0.091	0.0	0.0	0.15	0.074	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.194	0.0	0.434	0.151	0.0	0.025	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.0	0.072	0.091	0.0	0.0	0.15	0.074	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.194	0.0	0.434	0.151	0.0	0.025	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0D7DB794A	0.036	0.026	0.095	0.025	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.788	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS09D4B2070	0.208	0.025	3.057	2.548	2.714	2.476	0.885	1.295	2.702	2.845	3.81	4.877	1.225	2.485	1.647	2.107	0.0	0.019	3.834	0.0	0.007	0.175	0.556	0.0	0.564
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS08DF7B12C	0.208	0.025	3.057	2.548	2.714	2.476	0.885	1.295	2.702	2.845	3.81	4.877	1.225	2.485	1.647	2.107	0.0	0.019	3.834	0.0	0.007	0.175	0.556	0.0	0.564
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	3.719	4.24	0.0	0.108	0.0	0.026	0.071	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.061	0.759	0.422	0.0	6.154	4.955	0.165	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	3.719	4.24	0.0	0.108	0.0	0.026	0.071	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.061	0.759	0.422	0.0	6.154	4.955	0.165	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS06DA9B4FE	3.719	4.24	0.0	0.108	0.0	0.026	0.071	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.061	0.759	0.422	0.0	6.154	4.955	0.165	0.0	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	9.242	7.71	0.0	0.0	0.129	0.0	0.087	0.0	0.0	0.0	0.428	0.0	0.0	0.612	0.63	0.1	0.044	0.034	0.261	0.0	0.084	0.787	0.0	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0B3C76C9D	9.242	7.71	0.0	0.0	0.129	0.0	0.087	0.0	0.0	0.0	0.428	0.0	0.0	0.612	0.63	0.1	0.044	0.034	0.261	0.0	0.084	0.787	0.0	0.0	0.0
CD177	Q8N6Q3	False	CD177_HUMAN		CPI-SS081AD39D7	0.0	0.021	0.0	0.286	0.0	0.0	0.0	0.373	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.01	0.0	1.303	0.0	0.08
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.183	0.07	0.313	0.0	1.053	0.07	0.684	0.241	0.722	0.151	1.363	0.403	0.276	0.0	0.846	0.903	0.0	0.095	0.0	1.592	0.621	0.492	0.147	0.0	0.29
NRP1	O14786	False	NRP1_HUMAN		CPI-SS01790830C	6.451	5.751	0.015	0.109	0.258	0.021	0.411	1.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.785	2.148	0.361	0.105	2.166	0.436	0.157	0.0	0.568
NRP1	O14786	False	NRP1_HUMAN		CPI-SS034083FFA	6.451	5.751	0.015	0.109	0.258	0.021	0.411	1.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.785	2.148	0.361	0.105	2.166	0.436	0.157	0.0	0.568
NRP1	O14786	False	NRP1_HUMAN		CPI-SS043E22BF5	6.451	5.751	0.015	0.109	0.258	0.021	0.411	1.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.785	2.148	0.361	0.105	2.166	0.436	0.157	0.0	0.568
NRP1	O14786	False	NRP1_HUMAN		CPI-SS00508D1C2	6.451	5.751	0.015	0.109	0.258	0.021	0.411	1.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.785	2.148	0.361	0.105	2.166	0.436	0.157	0.0	0.568
NRP2	O60462	False	NRP2_HUMAN		CPI-SS065D9259F	0.705	1.548	0.094	0.085	0.0	0.022	0.101	0.597	0.0	0.228	0.0	0.0	0.0	0.26	0.289	0.0	2.215	1.924	0.0	5.103	4.227	0.0	0.016	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F67B526A	0.705	1.548	0.094	0.085	0.0	0.022	0.101	0.597	0.0	0.228	0.0	0.0	0.0	0.26	0.289	0.0	2.215	1.924	0.0	5.103	4.227	0.0	0.016	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0674B0F46	0.705	1.548	0.094	0.085	0.0	0.022	0.101	0.597	0.0	0.228	0.0	0.0	0.0	0.26	0.289	0.0	2.215	1.924	0.0	5.103	4.227	0.0	0.016	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS046F8AD8B	0.705	1.548	0.094	0.085	0.0	0.022	0.101	0.597	0.0	0.228	0.0	0.0	0.0	0.26	0.289	0.0	2.215	1.924	0.0	5.103	4.227	0.0	0.016	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS07361522F	0.0	0.065	0.078	0.139	0.0	0.129	0.08	0.0	0.0	0.0	0.325	0.149	0.0	0.0	0.113	0.048	0.0	0.043	0.0	0.169	0.053	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.065	0.078	0.139	0.0	0.129	0.08	0.0	0.0	0.0	0.325	0.149	0.0	0.0	0.113	0.048	0.0	0.043	0.0	0.169	0.053	0.0	0.0	0.0	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS00D51DD37	0.0	0.065	0.078	0.139	0.0	0.129	0.08	0.0	0.0	0.0	0.325	0.149	0.0	0.0	0.113	0.048	0.0	0.043	0.0	0.169	0.053	0.0	0.0	0.0	0.0
OPRL1	P41146	False	OPRX_HUMAN		CPI-SS0DAB76F63	0.0	0.049	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.026	0.0	0.0	0.011	0.0	0.0	0.0	0.0
BSG	P35613	False	BASI_HUMAN		CPI-SS0E2453044	6.55	7.015	3.013	2.614	4.492	2.734	2.165	2.228	2.91	3.169	6.207	4.009	1.749	2.872	5.177	2.903	7.422	7.073	2.822	7.795	7.908	2.453	3.815	3.548	2.02
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.0	0.14	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	1.165	1.948	0.609	0.355	0.947	0.271	0.0	0.0	0.976
PROCR	Q9UNN8	False	PROCR_HUMAN		CPI-SS0291D3D2E	3.165	2.121	0.0	0.0	0.0	0.051	0.179	0.368	0.0	0.102	0.0	0.305	0.0	0.0	0.415	0.0	0.151	0.15	0.0	0.0	0.251	0.507	0.0	0.0	0.102
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS04FB6F38D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.036	0.0	0.0	0.0	0.0
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS09F635449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.036	0.0	0.0	0.0	0.0
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS04465565A	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS0AEED3EB0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGIR	P43119	False	PI2R_HUMAN		CPI-CS09A35DD21	1.68	1.086	0.028	0.11	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.007	1.694	0.285	0.0	0.0
PTGDR	Q13258	False	PD2R_HUMAN		CPI-CS0F3C15BCC	0.193	0.212	0.41	0.421	2.118	1.338	0.112	0.0	2.822	1.362	1.009	1.703	0.54	3.525	2.561	2.627	0.0	0.046	0.946	0.0	0.013	0.507	0.159	1.987	3.224
PTGDR	Q13258	False	PD2R_HUMAN		CPI-CS0FADCFDB9	0.193	0.212	0.41	0.421	2.118	1.338	0.112	0.0	2.822	1.362	1.009	1.703	0.54	3.525	2.561	2.627	0.0	0.046	0.946	0.0	0.013	0.507	0.159	1.987	3.224
PTGDR2	Q9Y5Y4	False	PD2R2_HUMAN		CPI-CS09C48BE1A	0.0	0.094	0.134	0.104	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.115	0.0	0.0	0.0	0.073	0.0	0.011	0.0	0.0	0.022	0.0	0.0	0.0	0.0
PTGDR2	Q9Y5Y4	False	PD2R2_HUMAN		CPI-CS0F4093169	0.0	0.094	0.134	0.104	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.115	0.0	0.0	0.0	0.073	0.0	0.011	0.0	0.0	0.022	0.0	0.0	0.0	0.0
PTGFR	P43088	False	PF2R_HUMAN		CPI-CS0D78DAC70	0.271	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGFR	P43088	False	PF2R_HUMAN		CPI-CS058DED3AA	0.271	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGFR	P43088	False	PF2R_HUMAN		CPI-CS08EDCA6A3	0.271	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGFR	P43088	False	PF2R_HUMAN		CPI-CS09B28AAF8	0.271	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGER1	P34995	False	PE2R1_HUMAN		CPI-CS09DCEBC2B	0.155	0.062	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.079	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0
PTGER1	P34995	False	PE2R1_HUMAN		CPI-CS0DEB18CB6	0.155	0.062	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.079	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0
PTGER1	P34995	False	PE2R1_HUMAN		CPI-CS059CF7CAA	0.155	0.062	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.079	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS0F0453B03	0.493	0.746	1.366	1.225	0.0	0.909	0.736	1.017	1.586	1.398	0.826	0.099	0.881	0.0	0.0	0.581	0.161	0.018	0.0	0.74	0.269	1.673	0.159	0.0	1.974
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS0086A177F	0.493	0.746	1.366	1.225	0.0	0.909	0.736	1.017	1.586	1.398	0.826	0.099	0.881	0.0	0.0	0.581	0.161	0.018	0.0	0.74	0.269	1.673	0.159	0.0	1.974
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS000F037BD	0.493	0.746	1.366	1.225	0.0	0.909	0.736	1.017	1.586	1.398	0.826	0.099	0.881	0.0	0.0	0.581	0.161	0.018	0.0	0.74	0.269	1.673	0.159	0.0	1.974
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS080C76630	0.482	0.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.151	0.0	0.0	0.0	0.111	0.0	0.022	0.0	0.0	0.01	0.0	0.0	0.0	0.0
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS0F721837F	0.482	0.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.151	0.0	0.0	0.0	0.111	0.0	0.022	0.0	0.0	0.01	0.0	0.0	0.0	0.0
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS0C9671CB6	0.482	0.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.151	0.0	0.0	0.0	0.111	0.0	0.022	0.0	0.0	0.01	0.0	0.0	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS023F349AF	1.464	1.772	7.269	6.416	5.028	6.833	7.701	5.158	6.855	6.278	5.071	4.846	5.522	3.413	6.022	5.842	0.926	0.953	5.291	4.043	1.92	2.659	3.164	9.299	5.944
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS08E678B9D	1.464	1.772	7.269	6.416	5.028	6.833	7.701	5.158	6.855	6.278	5.071	4.846	5.522	3.413	6.022	5.842	0.926	0.953	5.291	4.043	1.92	2.659	3.164	9.299	5.944
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS036B95798	1.464	1.772	7.269	6.416	5.028	6.833	7.701	5.158	6.855	6.278	5.071	4.846	5.522	3.413	6.022	5.842	0.926	0.953	5.291	4.043	1.92	2.659	3.164	9.299	5.944
PRLHR	P49683	False	PRLHR_HUMAN		CPI-SS0853B2D1C	0.0	0.006	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.093	0.0	0.074
PRLHR	P49683	False	PRLHR_HUMAN		CPI-SS058E608D0	0.0	0.006	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.093	0.0	0.074
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0483CE4ED	0.355	0.532	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.107	0.0	0.2	0.0	0.0	0.0	0.11	0.034	0.0	0.0	0.0	0.013	0.0	0.045	0.0	0.0
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0F32DB87D	0.355	0.532	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.107	0.0	0.2	0.0	0.0	0.0	0.11	0.034	0.0	0.0	0.0	0.013	0.0	0.045	0.0	0.0
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS012B216F6	0.039	0.061	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.605	0.0	0.0	3.152	1.09	0.0	0.0	0.692	0.0	0.0	0.0	0.161
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS0D87F8BD7	0.039	0.061	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.605	0.0	0.0	3.152	1.09	0.0	0.0	0.692	0.0	0.0	0.0	0.161
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.032	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.335	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.168	0.0	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.019	0.0	0.021	0.0	0.052	0.0	0.604	0.0	0.092	0.287	0.138	0.151	0.0	0.0	0.08	0.0	0.026	1.317	0.0	0.048	0.332	0.192	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS09C4AEB2C	0.0	0.145	0.118	0.106	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.257	0.0	0.0	0.23	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0EB57E889	0.0	0.145	0.118	0.106	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.257	0.0	0.0	0.23	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0DE19DA51	0.0	0.145	0.118	0.106	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.257	0.0	0.0	0.23	0.0	0.0	0.0	0.0
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS00D3FBCB5	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.037	0.156	0.0	0.0	0.135	0.0	0.0	0.0	0.54	0.276	0.0	0.0	0.0	0.0
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0F13AF9A5	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.037	0.156	0.0	0.0	0.135	0.0	0.0	0.0	0.54	0.276	0.0	0.0	0.0	0.0
